,Punto,Cluster,Latitud,Longitud
73722,2.22174E+16,4,6.17183582,-75.57204743
73731,2.22174E+16,4,6.17183582,-75.57204743
73785,2.22174E+16,4,6.171172,-75.573714
73825,2.22174E+16,1,6.171172,-75.573714
74025,2.22174E+16,1,6.171172,-75.573714
74047,2.22174E+16,4,6.171172,-75.573714
74971,2.22174E+16,4,6.171172,-75.573714
74979,2.22174E+16,1,6.171172,-75.573714
75007,2.22174E+16,1,6.171172,-75.573714
75028,2.22174E+16,4,6.171172,-75.573714
75763,2.22174E+16,4,6.171172,-75.573714
75823,2.22174E+16,1,6.171172,-75.573714
75863,2.22174E+16,4,6.171172,-75.573714
75883,2.22174E+16,1,6.171172,-75.573714
76143,2.22174E+16,4,6.171172,-75.573714
76169,2.22174E+16,1,6.171172,-75.573714
76221,2.22174E+16,4,6.171172,-75.573714
76242,2.22174E+16,1,6.171172,-75.573714
76452,2.22174E+16,1,6.171172,-75.573714
76465,2.22174E+16,4,6.171172,-75.573714
76556,2.22174E+16,4,6.171172,-75.573714
76656,2.22174E+16,1,6.171172,-75.573714
77356,2.22174E+16,1,6.171172,-75.573714
77377,2.22174E+16,4,6.171172,-75.573714
77692,2.22174E+16,1,6.171844,-75.574099
77698,2.22174E+16,4,6.171844,-75.574099
77887,2.22174E+16,1,6.171844,-75.574099
78475,2.22174E+16,1,6.171844,-75.574099
78495,2.22174E+16,4,6.171844,-75.574099
78955,2.22174E+16,4,6.171844,-75.574099
78967,2.22174E+16,1,6.171844,-75.574099
79039,2.22174E+16,4,6.171844,-75.574099
79171,2.22174E+16,1,6.171844,-75.574099
79919,2.22174E+16,4,6.171844,-75.574099
79939,2.22174E+16,1,6.171844,-75.574099
79949,2.22174E+16,4,6.171844,-75.574099
80005,2.22174E+16,1,6.171844,-75.574099
80061,2.22174E+16,4,6.171844,-75.574099
80141,2.22174E+16,1,6.171844,-75.574099
81301,2.22174E+16,4,6.171844,-75.574099
81477,2.22174E+16,1,6.171844,-75.574099
81873,2.22174E+16,1,6.171844,-75.574099
81887,2.22174E+16,4,6.171844,-75.574099
81957,2.22174E+16,4,6.171844,-75.574099
81999,2.22174E+16,1,6.171844,-75.574099
82923,2.22174E+16,4,6.171844,-75.574099
82983,2.22174E+16,1,6.171844,-75.574099
83263,2.22174E+16,4,6.171844,-75.574099
83271,2.22174E+16,4,6.171844,-75.574099
83287,2.22174E+16,4,6.171844,-75.574099
83323,2.22174E+16,4,6.171844,-75.574099
83603,2.22174E+16,4,6.171844,-75.574099
83617,2.22174E+16,1,6.171844,-75.574099
83883,2.22174E+16,4,6.171844,-75.574099
83895,2.22174E+16,1,6.171844,-75.574099
83943,2.22174E+16,4,6.171844,-75.574099
84242,2.22174E+16,4,6.171844,-75.574099
84502,2.22174E+16,4,6.171844,-75.574099
84645,2.22174E+16,1,6.171844,-75.574099
84665,2.22174E+16,4,6.171844,-75.574099
85185,2.22174E+16,1,6.171844,-75.574099
85198,2.22174E+16,4,6.171844,-75.574099
85276,2.22174E+16,4,6.171844,-75.574099
85650,2.22174E+16,1,6.171844,-75.574099
86464,2.22174E+16,4,6.171844,-75.574099
86512,2.22174E+16,4,6.171844,-75.574099
86538,2.22174E+16,4,6.171844,-75.574099
86580,2.22174E+16,1,6.171844,-75.574099
87504,2.22174E+16,4,6.171844,-75.574099
87780,2.22174E+16,4,6.171844,-75.574099
87860,2.22174E+16,1,6.171844,-75.574099
88020,2.22174E+16,1,6.171844,-75.574099
88033,2.22174E+16,4,6.171844,-75.574099
88117,2.22174E+16,1,6.171844,-75.574099
89734,2.22174E+16,4,6.171844,-75.574099
89794,2.22174E+16,4,6.171844,-75.574099
89834,2.22174E+16,1,6.171844,-75.574099
90754,2.22174E+16,1,6.171844,-75.574099
90766,2.22174E+16,4,6.171844,-75.574099
90802,2.22174E+16,1,6.171844,-75.574099
90842,2.22174E+16,4,6.171844,-75.574099
91102,2.22174E+16,4,6.171844,-75.574099
91114,2.22174E+16,1,6.171844,-75.574099
91138,2.22174E+16,4,6.171844,-75.574099
91178,2.22174E+16,1,6.171844,-75.574099
91438,2.22174E+16,4,6.171844,-75.574099
91582,2.22174E+16,1,6.171844,-75.574099
91642,2.22174E+16,4,6.171844,-75.574099
91902,2.22174E+16,1,6.171844,-75.574099
91915,2.22174E+16,4,6.171844,-75.574099
92025,2.22174E+16,1,6.171844,-75.574099
92399,2.22174E+16,4,6.171844,-75.574099
92407,2.22174E+16,4,6.171844,-75.574099
92607,2.22174E+16,1,6.171844,-75.574099
94107,2.22174E+16,4,6.171844,-75.574099
94155,2.22174E+16,1,6.171844,-75.574099
94191,2.22174E+16,4,6.171844,-75.574099
94331,2.22174E+16,1,6.171844,-75.574099
94591,2.22174E+16,4,6.171844,-75.574099
94603,2.22174E+16,1,6.171844,-75.574099
94675,2.22174E+16,1,6.171844,-75.574099
94687,2.22174E+16,4,6.171844,-75.574099
94735,2.22174E+16,4,6.171844,-75.574099
94795,2.22174E+16,1,6.171844,-75.574099
95535,2.22174E+16,4,6.171844,-75.574099
95575,2.22174E+16,1,6.171844,-75.574099
95815,2.22174E+16,4,6.171844,-75.574099
95827,2.22174E+16,1,6.171844,-75.574099
95887,2.22174E+16,1,6.171844,-75.574099
95911,2.22174E+16,4,6.171844,-75.574099
97135,2.22174E+16,3,6.17173,-75.574351
97140,2.22174E+16,4,6.17173,-75.574351
97188,2.22174E+16,4,6.17173,-75.574351
97212,2.22174E+16,1,6.17173,-75.574351
97248,2.22174E+16,4,6.17173,-75.574351
97548,2.22174E+16,4,6.17173,-75.574351
97688,2.22174E+16,1,6.17173,-75.574351
98008,2.22174E+16,4,6.17173,-75.574351
98016,2.22174E+16,4,6.17173,-75.574351
98028,2.22174E+16,4,6.17173,-75.574351
98385,2.22174E+16,4,6.17173,-75.574351
98409,2.22174E+16,4,6.17173,-75.574351
98472,2.22174E+16,4,6.17173,-75.574351
98496,2.22174E+16,4,6.17173,-75.574351
98601,2.22174E+16,1,6.17173,-75.574351
99189,2.22174E+16,4,6.17173,-75.574351
99261,2.22174E+16,4,6.17173,-75.574351
99547,2.22174E+16,1,6.17173,-75.574351
99568,2.22174E+16,4,6.17173,-75.574351
99736,2.22174E+16,4,6.17173,-75.574351
100072,2.22174E+16,1,6.17173,-75.574351
101017,2.22174E+16,1,6.17173,-75.574351
101030,2.22174E+16,4,6.17173,-75.574351
101170,2.22174E+16,1,6.17173,-75.574351
101350,2.22174E+16,4,6.17173,-75.574351
101356,2.22174E+16,4,6.171735,-75.5743515
102610,2.22174E+16,4,6.17173,-75.574351
102618,2.22174E+16,4,6.17173,-75.574351
102666,2.22174E+16,4,6.17173,-75.574351
102706,2.22174E+16,1,6.17173,-75.574351
103206,2.22174E+16,4,6.17173,-75.574351
103266,2.22174E+16,1,6.17173,-75.574351
103946,2.22174E+16,4,6.17173,-75.574351
104146,2.22174E+16,1,6.17173,-75.574351
104346,2.22174E+16,4,6.17173,-75.574351
104430,2.22174E+16,1,6.17173,-75.574351
104661,2.22174E+16,1,6.17173,-75.574351
104670,2.22174E+16,4,6.17173,-75.574351
104770,2.22174E+16,1,6.17173,-75.574351
104970,2.22174E+16,4,6.17173,-75.574351
104979,2.22174E+16,1,6.17173,-75.574351
104991,2.22174E+16,4,6.17173,-75.574351
105191,2.22174E+16,4,6.171995,-75.574593
105275,2.22174E+16,4,6.171995,-75.574593
105302,2.22174E+16,4,6.171995,-75.574593
105338,2.22174E+16,4,6.171995,-75.574593
105446,2.22174E+16,4,6.171995,-75.574593
105701,2.22174E+16,4,6.171995,-75.574593
105773,2.22174E+16,4,6.171995,-75.574593
105938,2.22174E+16,4,6.171995,-75.574593
105944,2.22174E+16,4,6.171995,-75.574593
105971,2.22174E+16,4,6.171995,-75.574593
106286,2.22174E+16,1,6.171995,-75.574593
106292,2.22174E+16,4,6.171995,-75.574593
106427,2.22174E+16,4,6.171995,-75.574593
106437,2.22174E+16,4,6.171995,-75.574593
106645,2.22174E+16,4,6.171995,-75.574593
106780,2.22174E+16,4,6.171995,-75.574593
106792,2.22174E+16,4,6.171995,-75.574593
106846,2.22174E+16,4,6.171995,-75.574593
106981,2.22174E+16,4,6.171995,-75.574593
106987,2.22174E+16,4,6.171995,-75.574593
107107,2.22174E+16,4,6.171995,-75.574593
107125,2.22174E+16,4,6.172935,-75.574646
107149,2.22174E+16,4,6.172935,-75.574646
107185,2.22174E+16,4,6.172935,-75.574646
107197,2.22174E+16,4,6.172935,-75.574646
107233,2.22174E+16,4,6.172935,-75.574646
107275,2.22174E+16,1,6.172935,-75.574646
108262,2.22174E+16,4,6.172935,-75.574646
108314,2.22174E+16,4,6.172935,-75.574646
108327,2.22174E+16,1,6.172935,-75.574646
108509,2.22174E+16,4,6.172935,-75.574646
108529,2.22174E+16,1,6.172935,-75.574646
108709,2.22174E+16,4,6.172935,-75.574646
108722,2.22174E+16,4,6.172935,-75.574646
108822,2.22174E+16,1,6.172935,-75.574646
108922,2.22174E+16,4,6.172935,-75.574646
108968,2.22174E+16,1,6.172935,-75.574646
109313,2.22174E+16,4,6.172935,-75.574646
109352,2.22174E+16,4,6.172935,-75.574646
109360,2.22174E+16,1,6.172935,-75.574646
109368,2.22174E+16,4,6.172935,-75.574646
109376,2.22174E+16,4,6.172935,-75.574646
109388,2.22174E+16,4,6.172935,-75.574646
109428,2.22174E+16,1,6.172935,-75.574646
109728,2.22174E+16,4,6.172935,-75.574646
109740,2.22174E+16,4,6.172935,-75.574646
109820,2.22174E+16,1,6.172935,-75.574646
109940,2.22174E+16,1,6.172935,-75.574646
109948,2.22174E+16,4,6.172935,-75.574646
109974,2.22174E+16,1,6.172935,-75.574646
110078,2.22174E+16,4,6.172935,-75.574646
110288,2.22174E+16,1,6.172935,-75.574646
111695,2.22174E+16,1,6.172935,-75.574646
111719,2.22174E+16,4,6.172935,-75.574646
111959,2.22174E+16,1,6.17726936,-75.57531676
111979,2.22174E+16,4,6.17726936,-75.57531676
112739,2.22174E+16,4,6.17726936,-75.57531676
112844,2.22174E+16,1,6.17726936,-75.57531676
113390,2.22174E+16,4,6.17726936,-75.57531676
113550,2.22174E+16,1,6.17726936,-75.57531676
114190,2.22174E+16,1,6.17726936,-75.57531676
114202,2.22174E+16,4,6.17726936,-75.57531676
114262,2.22174E+16,4,6.17726936,-75.57531676
114270,2.22174E+16,1,6.17726936,-75.57531676
114309,2.22174E+16,4,6.17726936,-75.57531676
114361,2.22174E+16,4,6.17726936,-75.57531676
114403,2.22174E+16,1,6.17726936,-75.57531676
114466,2.22174E+16,4,6.17726936,-75.57531676
114686,2.22174E+16,1,6.17726936,-75.57531676
114746,2.22174E+16,4,6.17726936,-75.57531676
114772,2.22174E+16,4,6.17726936,-75.57531676
114796,2.22174E+16,4,6.17726936,-75.57531676
114804,2.22174E+16,4,6.17726936,-75.57531676
115014,2.22174E+16,1,6.17726936,-75.57531676
115455,2.22174E+16,4,6.17726936,-75.57531676
115476,2.22174E+16,1,6.17726936,-75.57531676
115728,2.22174E+16,4,6.17726936,-75.57531676
115752,2.22174E+16,4,6.17726936,-75.57531676
115764,2.22174E+16,1,6.17726936,-75.57531676
115788,2.22174E+16,1,6.17726936,-75.57531676
115828,2.22174E+16,4,6.17726936,-75.57531676
116228,2.22174E+16,1,6.17726936,-75.57531676
116248,2.22174E+16,4,6.17726936,-75.57531676
117048,2.22174E+16,1,6.17726936,-75.57531676
117060,2.22174E+16,4,6.17726936,-75.57531676
117144,2.22174E+16,4,6.17726936,-75.57531676
117264,2.22174E+16,1,6.17726936,-75.57531676
118004,2.22174E+16,4,6.17726936,-75.57531676
118012,2.22174E+16,4,6.17726936,-75.57531676
118090,2.22174E+16,4,6.17726936,-75.57531676
118116,2.22174E+16,4,6.17726936,-75.57531676
118156,2.22174E+16,1,6.17726936,-75.57531676
118236,2.22174E+16,4,6.17726936,-75.57531676
118260,2.22174E+16,1,6.17726936,-75.57531676
118280,2.22174E+16,4,6.17726936,-75.57531676
118680,2.22174E+16,1,6.17726936,-75.57531676
118700,2.22174E+16,4,6.17726936,-75.57531676
119020,2.22174E+16,4,6.17726936,-75.57531676
119056,2.22174E+16,4,6.17435714,-75.57438581
119227,2.22174E+16,1,6.17435714,-75.57438581
119455,2.22174E+16,4,6.17435714,-75.57438581
119507,2.22174E+16,4,6.17435714,-75.57438581
119609,2.22174E+16,1,6.17435714,-75.57438581
119660,2.22174E+16,4,6.17435714,-75.57438581
119664,2.22174E+16,1,6.17435714,-75.57438581
119668,2.22174E+16,4,6.17435714,-75.57438581
119744,2.22174E+16,4,6.17435714,-75.57438581
120014,2.22174E+16,4,6.17435714,-75.57438581
120091,2.22174E+16,4,6.17435714,-75.57438581
120110,2.22174E+16,1,6.17435714,-75.57438581
120547,2.22174E+16,1,6.17435714,-75.57438581
120559,2.22174E+16,4,6.17435714,-75.57438581
120607,2.22174E+16,4,6.17435714,-75.57438581
120715,2.22174E+16,1,6.17435714,-75.57438581
121273,2.2218E+16,4,6.176914,-75.576492
121353,2.2218E+16,4,6.176914,-75.576492
121374,2.2219E+16,4,6.16788568,-75.56464752
121378,2.2219E+16,4,6.17053759,-75.56581429
122020,2.222E+16,1,6.17626631,-75.56139567
122035,2.222E+16,4,6.17626631,-75.56139567
122155,2.222E+16,1,6.17626631,-75.56139567
122182,2.222E+16,4,6.17626631,-75.56139567
122233,2.222E+16,1,6.17626631,-75.56139567
122250,2.222E+16,1,6.17626631,-75.56139567
122295,2.222E+16,4,6.17626631,-75.56139567
122355,2.222E+16,1,6.17626631,-75.56139567
122430,2.222E+16,1,6.17626631,-75.56139567
122439,2.222E+16,4,6.17482371,-75.561108
122446,2.222E+16,1,6.17482371,-75.561108
122518,2.222E+16,4,6.17482371,-75.561108
122534,2.222E+16,1,6.17482371,-75.561108
122646,2.222E+16,4,6.17482371,-75.561108
122670,2.222E+16,1,6.17482371,-75.561108
122742,2.222E+16,1,6.17482371,-75.561108
122822,2.222E+16,4,6.17482371,-75.561108
123082,2.222E+16,1,6.17482371,-75.561108
123094,2.222E+16,4,6.17482371,-75.561108
123154,2.222E+16,1,6.17482371,-75.561108
123200,2.222E+16,4,6.17482371,-75.561108
123614,2.222E+16,1,6.17482371,-75.561108
123638,2.222E+16,4,6.17482371,-75.561108
123746,2.222E+16,4,6.17411245,-75.56162313
123751,2.222E+16,4,6.17482371,-75.561108
123755,2.222E+16,1,6.17482371,-75.561108
123759,2.222E+16,1,6.17482371,-75.561108
123789,2.222E+16,4,6.17482371,-75.561108
123864,2.222E+16,4,6.17482371,-75.561108
123882,2.222E+16,1,6.17482371,-75.561108
123972,2.222E+16,1,6.17482371,-75.561108
124212,2.222E+16,1,6.17482371,-75.561108
124230,2.222E+16,4,6.17482371,-75.561108
124278,2.222E+16,1,6.17482371,-75.561108
124790,2.222E+16,4,6.17482371,-75.561108
124880,2.222E+16,1,6.17482371,-75.561108
125285,2.222E+16,1,6.17482371,-75.561108
125295,2.222E+16,4,6.17482371,-75.561108
125325,2.2223E+16,4,6.17204878,-75.56440511
125345,2.2223E+16,1,6.17204878,-75.56440511
126425,2.2223E+16,4,6.17204878,-75.56440511
126485,2.2223E+16,4,6.17204878,-75.56440511
126569,2.2223E+16,1,6.17204878,-75.56440511
127115,2.2223E+16,4,6.17204878,-75.56440511
127235,2.2223E+16,1,6.17204878,-75.56440511
127275,2.2223E+16,1,6.17204878,-75.56440511
127283,2.2223E+16,4,6.17204878,-75.56440511
127291,2.22231E+16,1,6.17119867,-75.56505378
127315,2.22231E+16,1,6.17119867,-75.56505378
127335,2.22231E+16,4,6.17119867,-75.56505378
127535,2.22231E+16,1,6.17119867,-75.56505378
127575,2.22231E+16,4,6.17119867,-75.56505378
127775,2.22231E+16,1,6.17119867,-75.56505378
127835,2.22231E+16,4,6.17119867,-75.56505378
128055,2.22231E+16,1,6.17119867,-75.56505378
128635,2.2224E+16,1,6.17053759,-75.56581429
128695,2.2224E+16,4,6.17053759,-75.56581429
128875,2.22252E+16,1,6.17144054,-75.56555531
128879,2.22252E+16,3,6.17144054,-75.56555531
128883,2.22252E+16,4,6.17144054,-75.56555531
128897,2.22252E+16,1,6.17144054,-75.56555531
129037,2.22252E+16,1,6.17144054,-75.56555531
129076,2.22252E+16,4,6.17144054,-75.56555531
129115,2.22252E+16,4,6.17144054,-75.56555531
129128,2.22252E+16,1,6.17144054,-75.56555531
129180,2.22252E+16,3,6.17053759,-75.56581429
129188,2.22252E+16,1,6.17082372,-75.56583446
129189,2.22252E+16,1,6.17053759,-75.56581429
129200,2.22252E+16,4,6.17082372,-75.56583446
129201,2.22252E+16,4,6.17053759,-75.56581429
129248,2.22252E+16,1,6.17053759,-75.56581429
129269,2.22252E+16,4,6.17053759,-75.56581429
130277,2.22252E+16,1,6.17082372,-75.56583446
130301,2.22252E+16,4,6.17082372,-75.56583446
130409,2.22252E+16,4,6.17082372,-75.56583446
130414,2.22252E+16,4,6.17053759,-75.56581429
130469,2.22252E+16,1,6.17082372,-75.56583446
130474,2.22252E+16,1,6.17053759,-75.56581429
130749,2.22252E+16,1,6.17082372,-75.56583446
130750,2.22252E+16,1,6.17053759,-75.56581429
130761,2.22252E+16,4,6.17082372,-75.56583446
130762,2.22252E+16,4,6.17053759,-75.56581429
130785,2.22252E+16,1,6.17053759,-75.56581429
130825,2.22252E+16,4,6.17053759,-75.56581429
131985,2.22252E+16,1,6.17053759,-75.56581429
132045,2.22252E+16,4,6.17053759,-75.56581429
132069,2.22252E+16,1,6.17053759,-75.56581429
132081,2.22252E+16,4,6.17053759,-75.56581429
132171,2.22252E+16,1,6.17053759,-75.56581429
132491,2.22264E+16,4,6.17082877,-75.56858847
132539,2.22264E+16,1,6.17082877,-75.56858847
132599,2.22264E+16,4,6.17082877,-75.56858847
132608,2.22264E+16,4,6.17082877,-75.56858847
132634,2.22264E+16,1,6.17082877,-75.56858847
132699,2.2227E+16,4,6.17703108,-75.56768368
132712,2.2227E+16,1,6.17703108,-75.56768368
132829,2.2227E+16,4,6.17703108,-75.56768368
132841,2.2227E+16,1,6.17703108,-75.56768368
132853,2.2227E+16,1,6.17703108,-75.56768368
132865,2.2227E+16,4,6.17703108,-75.56768368
132878,2.2227E+16,1,6.17703108,-75.56768368
132904,2.2227E+16,1,6.17703108,-75.56768368
132912,2.2227E+16,1,6.17703108,-75.56768368
132936,2.2227E+16,3,6.17703108,-75.56768368
133020,2.2227E+16,4,6.17703108,-75.56768368
133032,2.2227E+16,1,6.17703108,-75.56768368
133068,2.2227E+16,4,6.17703108,-75.56768368
133104,2.2227E+16,1,6.17703108,-75.56768368
133128,2.2227E+16,4,6.17586881,-75.56708731
133129,2.2227E+16,4,6.17585357,-75.56708656
133130,2.2227E+16,4,6.17587947,-75.56707927
133149,2.2227E+16,4,6.17581347,-75.56718935
133153,2.2227E+16,4,6.17254066,-75.56789398
133163,2.2227E+16,1,6.17581347,-75.56718935
133167,2.2227E+16,1,6.17254066,-75.56789398
133289,2.2227E+16,4,6.17581347,-75.56718935
133293,2.2227E+16,4,6.17254066,-75.56789398
133429,2.2227E+16,1,6.17581347,-75.56718935
133433,2.2227E+16,1,6.17254066,-75.56789398
133459,2.2227E+16,4,6.17254066,-75.56789398
133462,2.2227E+16,4,6.17581347,-75.56718935
133555,2.2227E+16,1,6.17254066,-75.56789398
133558,2.2227E+16,1,6.17581347,-75.56718935
133955,2.2227E+16,1,6.17254066,-75.56789398
133959,2.2227E+16,1,6.17581347,-75.56718935
134019,2.2227E+16,4,6.17254066,-75.56789398
134023,2.2227E+16,4,6.17581347,-75.56718935
134147,2.2227E+16,4,6.17581347,-75.56718935
134150,2.2227E+16,4,6.17254066,-75.56789398
134161,2.2227E+16,1,6.17581347,-75.56718935
134164,2.2227E+16,1,6.17254066,-75.56789398
134623,2.2227E+16,4,6.17581347,-75.56718935
134639,2.2227E+16,4,6.17581347,-75.56718935
134647,2.2227E+16,4,6.17581347,-75.56718935
134648,2.2227E+16,4,6.17254066,-75.56789398
135047,2.2227E+16,4,6.17254066,-75.56789398
135050,2.2227E+16,4,6.17581347,-75.56718935
135077,2.2227E+16,1,6.17254066,-75.56789398
135080,2.2227E+16,1,6.17581347,-75.56718935
135212,2.2227E+16,4,6.17581347,-75.56718935
135215,2.2227E+16,4,6.17254066,-75.56789398
135245,2.2227E+16,1,6.17581347,-75.56718935
135248,2.2227E+16,1,6.17254066,-75.56789398
135311,2.2227E+16,4,6.17555079,-75.56707029
135401,2.2227E+16,1,6.17555079,-75.56707029
135416,2.2227E+16,4,6.17555079,-75.56707029
135731,2.2227E+16,4,6.17555079,-75.56707029
135986,2.2227E+16,4,6.17555079,-75.56707029
136013,2.2227E+16,1,6.17555079,-75.56707029
136022,2.2227E+16,4,6.17555079,-75.56707029
136037,2.2227E+16,1,6.17555079,-75.56707029
136082,2.2227E+16,1,6.17555079,-75.56707029
136092,2.2227E+16,2,6.17515434,-75.56705234
136094,2.2227E+16,2,6.173664,-75.56634
136096,2.2227E+16,4,6.173664,-75.56634
136099,2.2227E+16,4,6.17515434,-75.56705234
136343,2.2227E+16,4,6.17515434,-75.56705234
136367,2.2227E+16,4,6.17515434,-75.56705234
136368,2.2227E+16,4,6.173664,-75.56634
136391,2.2227E+16,4,6.175154,-75.56705
136393,2.2227E+16,4,6.173664,-75.56634
136463,2.2227E+16,4,6.173664,-75.56634
136464,2.2227E+16,4,6.17515434,-75.56705234
136483,2.2227E+16,1,6.173664,-75.56634
136484,2.2227E+16,1,6.17515434,-75.56705234
137023,2.2227E+16,4,6.173664,-75.56634
137031,2.2227E+16,4,6.17515434,-75.56705234
137034,2.2227E+16,4,6.173664,-75.56634
137055,2.2227E+16,1,6.17515434,-75.56705234
137058,2.2227E+16,1,6.173664,-75.56634
137151,2.2227E+16,1,6.173664,-75.56634
137152,2.2227E+16,1,6.17515434,-75.56705234
137171,2.2227E+16,4,6.173664,-75.56634
137172,2.2227E+16,4,6.17515434,-75.56705234
137611,2.2227E+16,4,6.17515434,-75.56705234
137613,2.2227E+16,4,6.175154,-75.56705
137623,2.2227E+16,1,6.17515434,-75.56705234
137625,2.2227E+16,1,6.175154,-75.56705
137635,2.2227E+16,4,6.173664,-75.56634
137636,2.2227E+16,4,6.175154,-75.56705
137647,2.2227E+16,1,6.173664,-75.56634
137648,2.2227E+16,1,6.175154,-75.56705
137659,2.2227E+16,4,6.17515434,-75.56705234
137663,2.2227E+16,4,6.175154,-75.56705
137671,2.2227E+16,4,6.173664,-75.56634
137672,2.2227E+16,4,6.17515434,-75.56705234
137673,2.2227E+16,4,6.175154,-75.56705
137691,2.2227E+16,1,6.173664,-75.56634
137692,2.2227E+16,1,6.17515434,-75.56705234
137693,2.2227E+16,1,6.175154,-75.56705
139331,2.2227E+16,4,6.175154,-75.56705
139333,2.2227E+16,4,6.173664,-75.56634
139343,2.2227E+16,1,6.175154,-75.56705
139345,2.2227E+16,1,6.173664,-75.56634
139355,2.2227E+16,4,6.1747075,-75.56697452
139356,2.2227E+16,4,6.173664,-75.56634
139595,2.2227E+16,1,6.1747075,-75.56697452
139596,2.2227E+16,1,6.173664,-75.56634
139855,2.2227E+16,1,6.17079146,-75.56935083
139935,2.2227E+16,4,6.17079146,-75.56935083
140395,2.2227E+16,4,6.17079146,-75.56935083
140675,2.2227E+16,4,6.17079146,-75.56935083
140695,2.2227E+16,1,6.17079146,-75.56935083
140815,2.2227E+16,1,6.17079146,-75.56935083
140854,2.2227E+16,4,6.17079146,-75.56935083
140971,2.2227E+16,1,6.17079146,-75.56935083
140992,2.2227E+16,4,6.17079146,-75.56935083
141706,2.2227E+16,1,6.17079146,-75.56935083
141730,2.2227E+16,4,6.17079146,-75.56935083
141802,2.2227E+16,1,6.17079146,-75.56935083
141822,2.2227E+16,4,6.17079146,-75.56935083
142702,2.2227E+16,4,6.17079146,-75.56935083
142738,2.2227E+16,4,6.17079146,-75.56935083
142762,2.2227E+16,1,6.17079146,-75.56935083
142798,2.2227E+16,4,6.17079146,-75.56935083
143045,2.2227E+16,1,6.17079146,-75.56935083
143083,2.2227E+16,1,6.17079146,-75.56935083
143146,2.2227E+16,4,6.17079146,-75.56935083
143419,2.2227E+16,1,6.17079146,-75.56935083
143440,2.2227E+16,4,6.17079146,-75.56935083
143713,2.2227E+16,4,6.17079146,-75.56935083
143761,2.2227E+16,1,6.17079146,-75.56935083
143773,2.2227E+16,1,6.17079146,-75.56935083
143799,2.2227E+16,4,6.17079146,-75.56935083
143825,2.2227E+16,4,6.17079146,-75.56935083
143985,2.2227E+16,4,6.17079146,-75.56935083
143990,2.2227E+16,1,6.17057958,-75.56915433
144003,2.2227E+16,4,6.17057958,-75.56915433
144016,2.2227E+16,1,6.17057958,-75.56915433
144076,2.2227E+16,1,6.17057958,-75.56915433
144100,2.2227E+16,1,6.17057958,-75.56915433
144142,2.2227E+16,4,6.17057958,-75.56915433
144184,2.22271E+16,4,6.176678,-75.56896
144188,2.22272E+16,1,6.17552181,-75.56836809
144193,2.22272E+16,4,6.17552181,-75.56836809
144208,2.22272E+16,4,6.17328159,-75.57016378
144220,2.22272E+16,1,6.17328159,-75.57016378
144256,2.22272E+16,4,6.17328159,-75.57016378
144456,2.22272E+16,4,6.17328159,-75.57016378
144464,2.22272E+16,4,6.17328159,-75.57016378
144503,2.22272E+16,1,6.17328159,-75.57016378
144535,2.22272E+16,4,6.17328159,-75.57016378
144727,2.22272E+16,4,6.17328159,-75.57016378
144739,2.22272E+16,1,6.17328159,-75.57016378
144763,2.22272E+16,1,6.17328159,-75.57016378
144776,2.22272E+16,4,6.17328159,-75.57016378
144867,2.22272E+16,1,6.173013,-75.57019
144879,2.22272E+16,4,6.173013,-75.57019
144891,2.22272E+16,1,6.173013,-75.57019
144907,2.22272E+16,1,6.173013,-75.57019
144919,2.22272E+16,4,6.173013,-75.57019
144979,2.22272E+16,4,6.173013,-75.57019
144987,2.22272E+16,4,6.17464911,-75.57253451
145026,2.22272E+16,4,6.17464911,-75.57253451
145032,2.22272E+16,1,6.17464911,-75.57253451
145048,2.22272E+16,4,6.17464911,-75.57253451
145176,2.22272E+16,4,6.17464911,-75.57253451
145196,2.22272E+16,1,6.17464911,-75.57253451
145536,2.22272E+16,4,6.17464911,-75.57253451
145584,2.22272E+16,4,6.17464911,-75.57253451
145684,2.22272E+16,4,6.17464911,-75.57253451
145716,2.22272E+16,1,6.17464911,-75.57253451
145828,2.22272E+16,4,6.17464911,-75.57253451
145840,2.22272E+16,4,6.17464911,-75.57253451
146320,2.22272E+16,1,6.17464911,-75.57253451
146352,2.22272E+16,4,6.17464911,-75.57253451
146496,2.22272E+16,1,6.17464911,-75.57253451
146508,2.22272E+16,4,6.17464911,-75.57253451
146592,2.22272E+16,4,6.17464911,-75.57253451
146892,2.22272E+16,1,6.17464911,-75.57253451
147092,2.22272E+16,4,6.17464911,-75.57253451
147116,2.22272E+16,1,6.17464911,-75.57253451
147464,2.22272E+16,4,6.17464911,-75.57253451
147904,2.22272E+16,1,6.17464911,-75.57253451
147916,2.22272E+16,4,6.17464911,-75.57253451
148012,2.22272E+16,4,6.17464911,-75.57253451
148044,2.22272E+16,4,6.17464911,-75.57253451
148066,2.22272E+16,1,6.17464911,-75.57253451
148682,2.22272E+16,1,6.17464911,-75.57253451
148699,2.22272E+16,4,6.17464911,-75.57253451
148954,2.22272E+16,1,6.17464911,-75.57253451
148994,2.22272E+16,4,6.17464911,-75.57253451
149334,2.22272E+16,4,6.17464911,-75.57253451
149394,2.22272E+16,1,6.17464911,-75.57253451
150074,2.22272E+16,1,6.17464911,-75.57253451
150098,2.22272E+16,1,6.17464911,-75.57253451
150178,2.22272E+16,4,6.17464911,-75.57253451
150398,2.22272E+16,4,6.17464911,-75.57253451
