,Punto,Cluster,Latitud,Longitud
209516,2.24151E+16,4,6.17730165,-75.58071723
209542,2.24151E+16,4,6.17730165,-75.58071723
209561,2.24151E+16,4,6.17730165,-75.58071723
209581,2.24151E+16,1,6.17730165,-75.58071723
209701,2.24151E+16,1,6.17730165,-75.58071723
209719,2.24151E+16,4,6.17730165,-75.58071723
209827,2.24151E+16,1,6.17730165,-75.58071723
209836,2.24151E+16,4,6.17730165,-75.58071723
209874,2.24151E+16,1,6.17730165,-75.58071723
210026,2.24151E+16,4,6.17730165,-75.58071723
210047,2.24151E+16,1,6.17730165,-75.58071723
210089,2.24153E+16,4,6.1821496,-75.58307438
210097,2.24153E+16,4,6.1821496,-75.58307438
210137,2.24153E+16,4,6.1821496,-75.58307438
210179,2.24153E+16,1,6.1821496,-75.58307438
210191,2.24153E+16,4,6.1821496,-75.58307438
210239,2.24153E+16,4,6.1821496,-75.58307438
210307,2.24153E+16,4,6.1821496,-75.58307438
210323,2.24153E+16,1,6.1821496,-75.58307438
210467,2.24153E+16,4,6.1821496,-75.58307438
210563,2.24153E+16,1,6.1821496,-75.58307438
210575,2.24153E+16,4,6.1821496,-75.58307438
210587,2.2416E+16,4,6.17820687,-75.579976
210626,2.2416E+16,1,6.18080888,-75.58329121
210646,2.2416E+16,4,6.18080888,-75.58329121
210666,2.2416E+16,1,6.18080888,-75.58329121
210792,2.2416E+16,1,6.18080888,-75.58329121
210820,2.2416E+16,1,6.18080888,-75.58329121
210880,2.2416E+16,4,6.18080888,-75.58329121
210888,2.2416E+16,1,6.18080888,-75.58329121
210910,2.2416E+16,4,6.18080888,-75.58329121
211152,2.2416E+16,4,6.18080888,-75.58329121
211299,2.2416E+16,1,6.18080888,-75.58329121
211341,2.2416E+16,4,6.18080888,-75.58329121
211365,2.2416E+16,1,6.18080888,-75.58329121
211505,2.2416E+16,1,6.18080888,-75.58329121
211525,2.2416E+16,4,6.18080888,-75.58329121
211745,2.2416E+16,1,6.18080888,-75.58329121
211787,2.2416E+16,4,6.18080888,-75.58329121
212123,2.2416E+16,1,6.18080888,-75.58329121
212163,2.2416E+16,4,6.18080888,-75.58329121
212383,2.2416E+16,4,6.18080888,-75.58329121
212523,2.2416E+16,4,6.18080888,-75.58329121
212583,2.2416E+16,1,6.18080888,-75.58329121
212703,2.2416E+16,4,6.18080888,-75.58329121
212743,2.2416E+16,4,6.18080888,-75.58329121
213603,2.2416E+16,1,6.18080888,-75.58329121
214443,2.2416E+16,4,6.18080888,-75.58325621
214456,2.2416E+16,1,6.18080888,-75.58325621
214495,2.2416E+16,1,6.18080888,-75.58325621
214516,2.2416E+16,4,6.18080888,-75.58325621
214726,2.2416E+16,1,6.18080888,-75.58325621
214946,2.2416E+16,4,6.18080888,-75.58325621
215026,2.2416E+16,1,6.18080888,-75.58325621
215266,2.2416E+16,4,6.18080888,-75.58325621
215278,2.2416E+16,4,6.18080888,-75.58325621
215358,2.2416E+16,1,6.18080888,-75.58325621
215398,2.2416E+16,4,6.18080888,-75.58325621
215418,2.2416E+16,1,6.18080888,-75.58325621
215430,2.24162E+16,1,6.17926804,-75.58081695
215438,2.24162E+16,4,6.17926804,-75.58081695
215446,2.24171E+16,4,6.17986199,-75.58530527
215470,2.24171E+16,4,6.1809272,-75.58640517
215512,2.24171E+16,1,6.1809272,-75.58640517
215827,2.24171E+16,4,6.1809272,-75.58640517
215907,2.24171E+16,4,6.1809272,-75.58640517
215931,2.24171E+16,4,6.18067733,-75.58628757
216036,2.24171E+16,1,6.18067733,-75.58628757
216246,2.24171E+16,4,6.18067733,-75.58628757
216259,2.24171E+16,4,6.18067733,-75.58628757
216272,2.24171E+16,4,6.18067733,-75.58628757
216280,2.24171E+16,4,6.18067733,-75.58628757
216320,2.24171E+16,4,6.18067733,-75.58628757
216359,2.24171E+16,1,6.18067733,-75.58628757
216379,2.24171E+16,4,6.18067733,-75.58628757
216479,2.24171E+16,4,6.18105325,-75.58653049
216491,2.2418E+16,1,6.17869142,-75.58472078
216514,2.2418E+16,4,6.17869142,-75.58472078
216537,2.2418E+16,1,6.17869142,-75.58472078
216597,2.2418E+16,4,6.17869142,-75.58472078
216697,2.2418E+16,1,6.17869142,-75.58472078
216710,2.2418E+16,4,6.17869142,-75.58472078
216723,2.2418E+16,1,6.17869142,-75.58472078
216735,2.2418E+16,4,6.17869142,-75.58472078
216771,2.2418E+16,1,6.17881447,-75.58476579
216795,2.2418E+16,4,6.17881447,-75.58476579
216819,2.2418E+16,1,6.17881447,-75.58476579
216828,2.2418E+16,4,6.17881447,-75.58476579
216838,2.2418E+16,1,6.17881447,-75.58476579
216844,2.2418E+16,1,6.178814,-75.58476
216880,2.2418E+16,4,6.17881447,-75.58476579
216886,2.2418E+16,4,6.178814,-75.58476
217069,2.2419E+16,4,6.17833565,-75.58480173
217078,2.2419E+16,4,6.17851694,-75.58504056
217086,2.2419E+16,4,6.17847614,-75.58618492
217088,2.2419E+16,4,6.17846321,-75.58504447
217101,2.2419E+16,4,6.1793327,-75.58583385
217113,2.2419E+16,4,6.1793327,-75.58583385
217125,2.2419E+16,4,6.1793327,-75.58583385
217146,2.2419E+16,1,6.1793327,-75.58583385
217230,2.2419E+16,4,6.1793327,-75.58583385
217254,2.2419E+16,1,6.1793327,-75.58583385
217274,2.2419E+16,4,6.1793327,-75.58583385
217454,2.2419E+16,4,6.1793327,-75.58583385
217514,2.2419E+16,1,6.1793327,-75.58583385
217614,2.2419E+16,4,6.18045167,-75.58736431
217734,2.2419E+16,1,6.18045167,-75.58736431
217754,2.2419E+16,4,6.18045167,-75.58736431
217780,2.2419E+16,4,6.18045167,-75.58736431
217980,2.2419E+16,4,6.18045167,-75.58736431
218019,2.2419E+16,4,6.18045167,-75.58736431
218139,2.2419E+16,4,6.18045167,-75.58736431
218152,2.2419E+16,4,6.18045167,-75.58736431
218164,2.2419E+16,1,6.18045167,-75.58736431
218204,2.2419E+16,4,6.18045167,-75.58736431
218244,2.2419E+16,4,6.18045167,-75.58736431
218307,2.2419E+16,4,6.18045167,-75.58736431
218372,2.2421E+16,4,6.181911,-75.57658
218373,2.2421E+16,4,6.180956,-75.57697
218396,2.2421E+16,1,6.181911,-75.57658
218397,2.2421E+16,1,6.180956,-75.57697
218408,2.2421E+16,1,6.17964388,-75.57730378
218424,2.24211E+16,1,6.18096019,-75.57836832
218704,2.24211E+16,4,6.18096019,-75.57836832
219044,2.24211E+16,4,6.18096019,-75.57836832
219064,2.24211E+16,1,6.18096019,-75.57836832
219304,2.24211E+16,1,6.18096019,-75.57836832
219324,2.24211E+16,4,6.18096019,-75.57836832
219404,2.24211E+16,1,6.18096019,-75.57836832
219428,2.24211E+16,4,6.18096019,-75.57836832
219440,2.24211E+16,1,6.18096019,-75.57836832
219560,2.24211E+16,4,6.18096019,-75.57836832
219820,2.24211E+16,4,6.18096019,-75.57836832
220020,2.24211E+16,1,6.18096019,-75.57836832
220032,2.2422E+16,4,6.18097263,-75.5789161
220080,2.2422E+16,4,6.18097263,-75.5789161
220096,2.2422E+16,4,6.18097263,-75.5789161
220160,2.24221E+16,4,6.17626346,-75.57846071
220241,2.24221E+16,4,6.17689589,-75.57893377
220295,2.24221E+16,4,6.17689589,-75.57893377
220583,2.24222E+16,4,6.18141338,-75.57942663
220591,2.24222E+16,4,6.18141338,-75.57942663
220599,2.24222E+16,4,6.180858,-75.57965
220607,2.24222E+16,4,6.180858,-75.57965
220619,2.24222E+16,1,6.17988152,-75.58074182
220637,2.24222E+16,4,6.17988152,-75.58074182
220709,2.24222E+16,4,6.17971851,-75.58068044
220717,2.24222E+16,4,6.17935477,-75.5804573
220729,2.24222E+16,4,6.17897511,-75.58051346
220737,2.24222E+16,4,6.17897511,-75.58051346
220751,2.24222E+16,4,6.17897511,-75.58051346
220919,2.24222E+16,1,6.17897511,-75.58051346
220991,2.24222E+16,4,6.17987689,-75.58143189
221111,2.24222E+16,1,6.17987689,-75.58143189
221231,2.24222E+16,4,6.17987689,-75.58143189
221251,2.24222E+16,1,6.17987689,-75.58143189
221531,2.24222E+16,4,6.17987689,-75.58143189
221731,2.24222E+16,1,6.17987689,-75.58143189
221791,2.24222E+16,4,6.17987689,-75.58143189
221875,2.24222E+16,1,6.17987689,-75.58143189
222022,2.24222E+16,4,6.17987689,-75.58143189
222062,2.24222E+16,1,6.17987689,-75.58143189
222102,2.24222E+16,4,6.17987689,-75.58143189
222142,2.24222E+16,1,6.17987689,-75.58143189
222282,2.24222E+16,1,6.17987689,-75.58143189
222297,2.24222E+16,4,6.17987689,-75.58143189
222339,2.24222E+16,1,6.17987689,-75.58143189
222465,2.24222E+16,4,6.17987689,-75.58143189
222491,2.24222E+16,1,6.17987689,-75.58143189
222500,2.24222E+16,4,6.17987689,-75.58143189
222518,2.24222E+16,1,6.17987689,-75.58143189
222560,2.24222E+16,4,6.17987689,-75.58143189
222602,2.24222E+16,4,6.17987689,-75.58143189
222680,2.24222E+16,1,6.17987689,-75.58143189
223018,2.24222E+16,1,6.17987689,-75.58143189
223034,2.24222E+16,1,6.17800056,-75.58001193
223046,2.24222E+16,4,6.17800056,-75.58001193
223106,2.24222E+16,4,6.17784148,-75.57998819
223119,2.24231E+16,4,6.18219378,-75.58051093
223155,2.24231E+16,4,6.18219378,-75.58051093
223163,2.24231E+16,4,6.18219378,-75.58051093
223323,2.24231E+16,4,6.18219378,-75.58051093
223337,2.2424E+16,1,6.18319357,-75.58093735
223463,2.2424E+16,4,6.18319357,-75.58093735
223610,2.2424E+16,4,6.18319357,-75.58093735
223630,2.2424E+16,1,6.18319357,-75.58093735
223950,2.2424E+16,4,6.18319357,-75.58093735
223990,2.2424E+16,1,6.18319357,-75.58093735
224310,2.2424E+16,1,6.18319357,-75.58093735
224322,2.2424E+16,4,6.18319357,-75.58093735
224346,2.2424E+16,1,6.18319357,-75.58093735
224430,2.2424E+16,4,6.18319357,-75.58093735
224682,2.2424E+16,4,6.18246119,-75.58110366
224694,2.2425E+16,1,6.17965713,-75.58375271
224702,2.24252E+16,4,6.17822317,-75.58684407
224842,2.24252E+16,4,6.17822317,-75.58684407
225022,2.24252E+16,1,6.17822317,-75.58684407
225062,2.2426E+16,4,6.18516733,-75.5813277
225074,2.2426E+16,4,6.1844922,-75.58191747
225122,2.2426E+16,4,6.18374807,-75.5823164
225134,2.24261E+16,1,6.17835525,-75.58666835
225158,2.24261E+16,4,6.17835525,-75.58666835
225218,2.24261E+16,1,6.17835525,-75.58666835
225398,2.24261E+16,4,6.17835525,-75.58666835
225410,2.24261E+16,1,6.17835525,-75.58666835
225446,2.24261E+16,4,6.17835525,-75.58666835
225586,2.24261E+16,4,6.17835525,-75.58666835
225746,2.24261E+16,4,6.17835525,-75.58666835
225806,2.24261E+16,4,6.17835525,-75.58666835
225846,2.24261E+16,1,6.17835525,-75.58666835
225946,2.24261E+16,1,6.17967489,-75.58642682
225966,2.24261E+16,4,6.17967489,-75.58642682
226126,2.24261E+16,4,6.17967489,-75.58642682
226166,2.24261E+16,1,6.17967489,-75.58642682
226326,2.24261E+16,4,6.17967489,-75.58642682
226386,2.24261E+16,1,6.17967489,-75.58642682
226410,2.24261E+16,4,6.17967489,-75.58642682
226422,2.24261E+16,4,6.17967489,-75.58642682
226434,2.2427E+16,4,6.18525738,-75.58197604
226446,2.2427E+16,4,6.18525738,-75.58197604
226530,2.2427E+16,4,6.18525738,-75.58197604
226538,2.2427E+16,4,6.18486648,-75.58234659
226547,2.2427E+16,1,6.18058625,-75.58610855
226568,2.2427E+16,4,6.18058625,-75.58610855
226820,2.24272E+16,1,6.18388731,-75.58422431
226853,2.24272E+16,4,6.18361148,-75.58450876
226868,2.24272E+16,1,6.18361148,-75.58450876
226883,2.24272E+16,4,6.18335662,-75.58475102
226898,2.24272E+16,1,6.18335662,-75.58475102
226928,2.24971E+16,4,6.17749966,-75.58152314
227075,2.24971E+16,1,6.17749966,-75.58152314
227082,2.24971E+16,4,6.17749966,-75.58152314
227298,2.24971E+16,4,6.17749966,-75.58152314
227312,2.24971E+16,4,6.17749966,-75.58152314
227347,2.24971E+16,1,6.17749966,-75.58152314
228047,2.24971E+16,4,6.17749966,-75.58152314
228068,2.24971E+16,1,6.17749966,-75.58152314
228089,2.24971E+16,4,6.17749966,-75.58152314
228215,2.24971E+16,4,6.17749966,-75.58152314
228589,2.24971E+16,4,6.17749966,-75.58152314
228721,2.24971E+16,4,6.17749966,-75.58152314
228801,2.24971E+16,1,6.17749966,-75.58152314
228820,2.24971E+16,4,6.17749966,-75.58152314
228915,2.24971E+16,4,6.17965713,-75.58375271
229002,2.24971E+16,4,6.17965713,-75.58375271
229092,2.32121E+16,4,6.17507997,-75.57789981
229105,2.32121E+16,4,6.17507997,-75.57789981
229114,2.32121E+16,4,6.17507997,-75.57789981
229123,2.32121E+16,4,6.17507997,-75.57789981
229149,2.32121E+16,4,6.17507997,-75.57789981
229167,2.32121E+16,1,6.17507997,-75.57789981
229179,2.32121E+16,4,6.17507997,-75.57789981
229203,2.32141E+16,4,6.17238339,-75.57636283
229208,2.32141E+16,1,6.17238339,-75.57636283
229223,2.32144E+16,4,6.17139099,-75.57593163
229232,2.32144E+16,1,6.17139099,-75.57593163
229259,2.32144E+16,4,6.17139099,-75.57593163
229267,2.32144E+16,4,6.17139099,-75.57593163
229507,2.32144E+16,1,6.17139099,-75.57593163
229727,2.32144E+16,4,6.17139099,-75.57593163
229787,2.32144E+16,4,6.17139099,-75.57593163
229811,2.32144E+16,4,6.17139099,-75.57593163
229835,2.32144E+16,4,6.17139099,-75.57593163
230381,2.32144E+16,4,6.17139099,-75.57593163
230885,2.32144E+16,4,6.17139099,-75.57593163
230909,2.32144E+16,4,6.17139099,-75.57593163
230933,2.32144E+16,4,6.17139099,-75.57593163
230945,2.32144E+16,1,6.17139099,-75.57593163
230969,2.32144E+16,4,6.17139099,-75.57593163
231089,2.32144E+16,1,6.17139099,-75.57593163
231713,2.32144E+16,4,6.17139099,-75.57593163
232353,2.32144E+16,4,6.17139099,-75.57593163
232377,2.32144E+16,4,6.17139099,-75.57593163
232417,2.32144E+16,1,6.17139099,-75.57593163
232617,2.32144E+16,1,6.17139099,-75.57593163
232638,2.32144E+16,4,6.17139099,-75.57593163
233499,2.32144E+16,4,6.17139099,-75.57593163
233544,2.32144E+16,1,6.17139099,-75.57593163
233559,2.32144E+16,4,6.17139099,-75.57593163
233572,2.32144E+16,1,6.17139099,-75.57593163
233715,2.32144E+16,4,6.17139099,-75.57593163
234030,2.32144E+16,4,6.17139099,-75.57593163
234160,2.32144E+16,4,6.17139099,-75.57593163
234232,2.32144E+16,4,6.17139099,-75.57593163
234300,2.32144E+16,1,6.17139099,-75.57593163
234317,2.32144E+16,1,6.17089557,-75.57588923
234322,2.32144E+16,4,6.17089557,-75.57588923
234327,2.3216E+16,4,6.16657763,-75.56055183
234363,2.3216E+16,1,6.16657763,-75.56055183
234663,2.3216E+16,1,6.16675149,-75.55694644
234664,2.3216E+16,1,6.16769695,-75.56105042
234665,2.3216E+16,1,6.16657763,-75.56055183
234678,2.3216E+16,4,6.16675149,-75.55694644
234679,2.3216E+16,4,6.16769695,-75.56105042
234680,2.3216E+16,4,6.16657763,-75.56055183
235323,2.3216E+16,4,6.16667817,-75.55697232
235326,2.3216E+16,4,6.167395,-75.56223
235329,2.3216E+16,1,6.16667817,-75.55697232
235365,2.3216E+16,1,6.16667817,-75.55697232
235367,2.3216E+16,1,6.16667817,-75.55697232
235371,2.3216E+16,1,6.16678197,-75.55729956
236015,2.3216E+16,4,6.16708851,-75.55879897
236033,2.3216E+16,4,6.16732621,-75.56384475
236041,2.3216E+16,4,6.16732621,-75.56384475
236050,2.3216E+16,4,6.16732621,-75.56384475
236203,2.3216E+16,1,6.16742957,-75.56588737
236287,2.3216E+16,4,6.16742957,-75.56588737
236307,2.3216E+16,1,6.16742957,-75.56588737
236947,2.3216E+16,4,6.16742957,-75.56588737
237079,2.3216E+16,1,6.16742957,-75.56588737
237119,2.3216E+16,4,6.16742957,-75.56588737
237359,2.3216E+16,4,6.16742957,-75.56588737
237383,2.3216E+16,1,6.16742957,-75.56588737
237467,2.3216E+16,4,6.16742957,-75.56588737
237513,2.3216E+16,1,6.16742957,-75.56588737
237674,2.3216E+16,1,6.16742957,-75.56588737
237710,2.3216E+16,4,6.16742957,-75.56588737
237794,2.3216E+16,1,6.16742957,-75.56588737
237874,2.3216E+16,4,6.16742957,-75.56588737
238014,2.3216E+16,4,6.16754544,-75.56613253
238058,2.3216E+16,1,6.16754544,-75.56613253
238542,2.3216E+16,1,6.16754544,-75.56613253
238557,2.3216E+16,4,6.16754544,-75.56613253
238632,2.3216E+16,4,6.16754544,-75.56613253
238672,2.3216E+16,1,6.16754544,-75.56613253
241592,2.3216E+16,4,6.16748676,-75.56616381
241594,2.3216E+16,4,6.16758398,-75.56661026
241600,2.3216E+16,1,6.16748676,-75.56616381
241602,2.3216E+16,1,6.16758398,-75.56661026
241648,2.3216E+16,3,6.16748676,-75.56616381
241650,2.3216E+16,3,6.16758398,-75.56661026
241752,2.3216E+16,1,6.16748676,-75.56616381
241794,2.3216E+16,4,6.16748676,-75.56616381
242256,2.3216E+16,1,6.16748676,-75.56616381
242336,2.3216E+16,4,6.16748676,-75.56616381
243096,2.3216E+16,1,6.16748676,-75.56616381
243156,2.3216E+16,4,6.16748676,-75.56616381
243596,2.3216E+16,1,6.16748676,-75.56616381
243609,2.3216E+16,4,6.16748676,-75.56616381
243643,2.3216E+16,1,6.16748676,-75.56616381
243779,2.3216E+16,4,6.16748676,-75.56616381
243793,2.3216E+16,1,6.16748676,-75.56616381
243863,2.3216E+16,1,6.16748676,-75.56616381
244043,2.3216E+16,4,6.16748676,-75.56616381
245463,2.3216E+16,4,6.16748676,-75.56616381
245563,2.3216E+16,1,6.16748676,-75.56616381
245703,2.3216E+16,4,6.16748676,-75.56616381
245727,2.3216E+16,4,6.16748676,-75.56616381
245761,2.3216E+16,1,6.16748676,-75.56616381
245999,2.3216E+16,1,6.16748676,-75.56616381
246037,2.3216E+16,4,6.16748676,-75.56616381
246075,2.3216E+16,1,6.16756564,-75.56634599
246088,2.3216E+16,4,6.16756564,-75.56634599
246101,2.3216E+16,1,6.16756564,-75.56634599
246106,2.3216E+16,4,6.16756564,-75.56634599
246111,2.3216E+16,1,6.16756564,-75.56634599
246123,2.3216E+16,4,6.16756564,-75.56634599
246147,2.3216E+16,3,6.1670799,-75.56961445
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
